Sr_no,movieid,userid,rating,title,genres,tag,sentiment
359,1320,128,3.5,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,sequel,good
360,1320,128,3.5,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,prequel,good
361,1320,128,3.5,Alien³ (a.k.a. Alien 3) (1992),Action|Horror|Sci-Fi|Thriller,aliens,good
362,1396,128,3,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,weak ending,good
363,1396,128,3,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,spying,good
364,1396,128,3,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,heist,good
365,1396,128,3,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,hacking,good
366,1396,128,3,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,espionage,good
367,1396,128,3,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,cryptography,good
368,1396,128,3,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,blindness,good
369,1527,128,4,Fifth Element, The (1997),satirical,excellent
370,1527,128,4,Fifth Element, The (1997),humorous,excellent
371,1527,128,4,Fifth Element, The (1997),Gary Oldman,excellent
372,1527,128,4,Fifth Element, The (1997),futuristic,excellent
373,1527,128,4,Fifth Element, The (1997),aliens,excellent
374,1584,128,2.5,Contact (1997),Drama|Sci-Fi,space travel,one time watch
375,1584,128,2.5,Contact (1997),Drama|Sci-Fi,space,one time watch
376,1584,128,2.5,Contact (1997),Drama|Sci-Fi,religion,one time watch
377,1584,128,2.5,Contact (1997),Drama|Sci-Fi,outer space,one time watch
378,1584,128,2.5,Contact (1997),Drama|Sci-Fi,first contact,one time watch
379,1590,128,2.5,Event Horizon (1997),Horror|Sci-Fi|Thriller,tense,one time watch
380,1590,128,2.5,Event Horizon (1997),Horror|Sci-Fi|Thriller,space,one time watch
381,1590,128,2.5,Event Horizon (1997),Horror|Sci-Fi|Thriller,horror,one time watch
382,1590,128,2.5,Event Horizon (1997),Horror|Sci-Fi|Thriller,hell,one time watch
383,1590,128,2.5,Event Horizon (1997),Horror|Sci-Fi|Thriller,dark,one time watch
384,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,secret agency,good
385,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,murder mystery,good
386,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,murder,good
387,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,mental hospital,good
388,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,conspiracy theory,good
389,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,conspiracy,good
390,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,brainwashing,good
391,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,assassin,good
392,1597,128,3.5,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,amnesia,good
393,1631,128,3.5,Assignment, The (1997),undercover,good
394,1631,128,3.5,Assignment, The (1997),terrorism,good
395,1631,128,3.5,Assignment, The (1997),Personality change,good
396,1631,128,3.5,Assignment, The (1997),Donald Sutherland,good
397,1631,128,3.5,Assignment, The (1997),cia,good
398,1631,128,3.5,Assignment, The (1997),Ben Kingsley,good
399,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,visually appealing,excellent
400,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,thought-provoking,excellent
401,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,suicide,excellent
402,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,space travel,excellent
403,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,rebellion,excellent
404,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,genetics,excellent
405,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,genetic selection,excellent
406,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,genetic engineering,excellent
407,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,future,excellent
408,1653,128,4,Gattaca (1997),Drama|Sci-Fi|Thriller,dystopia,excellent
409,1675,128,2.5,Incognito (1997),Crime|Thriller,Trial,one time watch
410,1675,128,2.5,Incognito (1997),Crime|Thriller,Ridiculous trial,one time watch
411,1675,128,2.5,Incognito (1997),Crime|Thriller,Plot,one time watch
412,1675,128,2.5,Incognito (1997),Crime|Thriller,hurried ending,one time watch
413,1690,128,3.5,Alien: Resurrection (1997),Action|Horror|Sci-Fi,sequel,good
414,1690,128,3.5,Alien: Resurrection (1997),Action|Horror|Sci-Fi,aliens,good
415,1704,128,5,Good Will Hunting (1997),Drama|Romance,university,excellent
416,1704,128,5,Good Will Hunting (1997),Drama|Romance,mathematics,excellent
417,1704,128,5,Good Will Hunting (1997),Drama|Romance,intelligent,excellent
418,1704,128,5,Good Will Hunting (1997),Drama|Romance,genius,excellent
419,1704,128,5,Good Will Hunting (1997),Drama|Romance,feel-good,excellent
420,1732,128,4,Big Lebowski, The (1998),ransom,excellent
421,1732,128,4,Big Lebowski, The (1998),quirky,excellent
422,1732,128,4,Big Lebowski, The (1998),off-beat comedy,excellent
423,1732,128,4,Big Lebowski, The (1998),kidnapping,excellent
424,1732,128,4,Big Lebowski, The (1998),drugs,excellent
425,1732,128,4,Big Lebowski, The (1998),dark comedy,excellent
426,1732,128,4,Big Lebowski, The (1998),crime,excellent
427,1732,128,4,Big Lebowski, The (1998),bowling,excellent
428,1732,128,4,Big Lebowski, The (1998),blackmail,excellent
429,1748,128,3.5,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,surreal,good
430,1748,128,3.5,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,steampunk,good
431,1748,128,3.5,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,Post apocalyptic,good
432,1748,128,3.5,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,Kiefer Sutherland,good
433,1754,128,4,Fallen (1998),Crime|Drama|Fantasy|Thriller,unreliable narrators,excellent
434,1754,128,4,Fallen (1998),Crime|Drama|Fantasy|Thriller,John Goodman,excellent
435,1754,128,4,Fallen (1998),Crime|Drama|Fantasy|Thriller,Denzel Washington,excellent
436,1799,128,3.5,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,organized crime,good
437,1799,128,3.5,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,mafia,good
438,1799,128,3.5,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,kidnapping,good
439,1799,128,3.5,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,deceit,good
440,1799,128,3.5,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,crime lord,good
441,1845,128,2.5,Zero Effect (1998),Comedy|Mystery|Thriller,eccentricity,one time watch
442,1845,128,2.5,Zero Effect (1998),Comedy|Mystery|Thriller,characters,one time watch
443,1845,128,2.5,Zero Effect (1998),Comedy|Mystery|Thriller,Bill Pullman,one time watch
444,1892,128,2.5,Perfect Murder, A (1998),remake,one time watch
445,1892,128,2.5,Perfect Murder, A (1998),murder,one time watch
446,1892,128,2.5,Perfect Murder, A (1998),assassin,one time watch
447,1909,128,3.5,X-Files: Fight the Future, The (1998),locusts,good
448,1909,128,3.5,X-Files: Fight the Future, The (1998),FBI,good
449,1909,128,3.5,X-Files: Fight the Future, The (1998),conspiracy,good
450,1909,128,3.5,X-Files: Fight the Future, The (1998),bugs,good
451,1909,128,3.5,X-Files: Fight the Future, The (1998),Based on a TV show,good
452,1909,128,3.5,X-Files: Fight the Future, The (1998),aliens,good
453,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,prison escape,excellent
454,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,prison,excellent
455,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,police,excellent
456,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,music,excellent
457,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,love at first sight,excellent
458,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,love,excellent
459,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,kidnapping,excellent
460,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,heist,excellent
461,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,FBI,excellent
462,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,bank robbery,excellent
463,1912,128,4,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,bank robbers,excellent
464,1955,128,4.5,Kramer vs. Kramer (1979),Drama,single parent,excellent
465,1955,128,4.5,Kramer vs. Kramer (1979),Drama,single father,excellent
466,1955,128,4.5,Kramer vs. Kramer (1979),Drama,legal system,excellent
467,1955,128,4.5,Kramer vs. Kramer (1979),Drama,father-son relationship,excellent
468,1955,128,4.5,Kramer vs. Kramer (1979),Drama,divorce,excellent
469,1955,128,4.5,Kramer vs. Kramer (1979),Drama,custody battle,excellent
470,1955,128,4.5,Kramer vs. Kramer (1979),Drama,custody,excellent
471,1955,128,4.5,Kramer vs. Kramer (1979),Drama,bittersweet,excellent
472,1955,128,4.5,Kramer vs. Kramer (1979),Drama,1970s,excellent
473,1968,128,4.5,Breakfast Club, The (1985),overdramatic,excellent
474,1968,128,4.5,Breakfast Club, The (1985),high school,excellent
475,1968,128,4.5,Breakfast Club, The (1985),cult film,excellent
476,1968,128,4.5,Breakfast Club, The (1985),coming of age,excellent
477,1968,128,4.5,Breakfast Club, The (1985),cliche,excellent
478,2003,128,2.5,Gremlins (1984),Comedy|Horror,small town,one time watch
479,2003,128,2.5,Gremlins (1984),Comedy|Horror,monsters,one time watch
480,2003,128,2.5,Gremlins (1984),Comedy|Horror,christmas,one time watch
481,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,time travel,good
482,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,sequel,good
483,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,sci-fi,good
484,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,past,good
485,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,future,good
486,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,dystopia,good
487,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,comedy,good
488,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,classic,good
489,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,Christopher Lloyd,good
490,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,2010s,good
491,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1980s,good
492,2011,128,3,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1950s,good
493,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,western,good
494,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,trains,good
495,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,time travel,good
496,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,steampunk,good
497,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,sequel,good
498,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,science fiction,good
499,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,sci-fi,good
500,2012,128,3,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,Christopher Lloyd,good
501,2072,128,2.5,'burbs, The (1989),suspicion,one time watch
502,2072,128,2.5,'burbs, The (1989),suburbia,one time watch
503,2072,128,2.5,'burbs, The (1989),neighbors,one time watch
504,2078,128,4.5,Jungle Book, The (1967),classic,excellent
505,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,virtual reality,good
506,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,videogame,good
507,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,so bad it's good,good
508,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,sci-fi,good
509,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,original plot,good
510,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,cyberpunk,good
511,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,computers,good
512,2105,128,3,Tron (1982),Action|Adventure|Sci-Fi,computer animation,good
513,2268,128,3,Few Good Men, A (1992),military,good
514,2268,128,3,Few Good Men, A (1992),lawyers,good
515,2268,128,3,Few Good Men, A (1992),cover up,good
516,2268,128,3,Few Good Men, A (1992),courtroom drama,good
517,2268,128,3,Few Good Men, A (1992),courtroom,good
518,2280,128,3,Clay Pigeons (1998),Crime,Vince Vaughn,good
519,2280,128,3,Clay Pigeons (1998),Crime,Joaquin Phoenix,good
520,2391,128,3,Simple Plan, A (1998),unlikeable characters,good
521,2391,128,3,Simple Plan, A (1998),trust,good
522,2391,128,3,Simple Plan, A (1998),suicide,good
523,2391,128,3,Simple Plan, A (1998),small town,good
524,2391,128,3,Simple Plan, A (1998),plane crash,good
525,2391,128,3,Simple Plan, A (1998),parenthood,good
526,2391,128,3,Simple Plan, A (1998),murder,good
527,2391,128,3,Simple Plan, A (1998),money,good
528,2391,128,3,Simple Plan, A (1998),loneliness,good
529,2391,128,3,Simple Plan, A (1998),hillbillies,good
530,2391,128,3,Simple Plan, A (1998),greed,good
531,2391,128,3,Simple Plan, A (1998),cover-up,good
532,2391,128,3,Simple Plan, A (1998),brother-brother relationship,good
533,2395,128,3,Rushmore (1998),Comedy|Drama,unlikeable characters,good
534,2395,128,3,Rushmore (1998),Comedy|Drama,quirky,good
535,2395,128,3,Rushmore (1998),Comedy|Drama,private school,good
536,2395,128,3,Rushmore (1998),Comedy|Drama,love triangle,good
537,2395,128,3,Rushmore (1998),Comedy|Drama,high school,good
538,2395,128,3,Rushmore (1998),Comedy|Drama,coming of age,good
539,2395,128,3,Rushmore (1998),Comedy|Drama,bittersweet,good
540,2395,128,3,Rushmore (1998),Comedy|Drama,Bill Murray,good
541,2541,128,3.5,Cruel Intentions (1999),Drama,manipulation,good
542,2580,128,4.5,Go (1999),Comedy|Crime,revenge,excellent
543,2580,128,4.5,Go (1999),Comedy|Crime,rave,excellent
544,2580,128,4.5,Go (1999),Comedy|Crime,multiple storylines,excellent
545,2580,128,4.5,Go (1999),Comedy|Crime,hit and run,excellent
546,2580,128,4.5,Go (1999),Comedy|Crime,grocery store,excellent
547,2580,128,4.5,Go (1999),Comedy|Crime,gambling,excellent
548,2580,128,4.5,Go (1999),Comedy|Crime,drugs,excellent
549,2580,128,4.5,Go (1999),Comedy|Crime,drug dealing,excellent
550,2580,128,4.5,Go (1999),Comedy|Crime,cashier,excellent
551,2580,128,4.5,Go (1999),Comedy|Crime,black comedy,excellent
552,2672,128,3,Thirteenth Floor, The (1999),virtual reality,good
553,2672,128,3,Thirteenth Floor, The (1999),simulated reality,good
554,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,short,good
555,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,repetitive,good
556,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,original,good
557,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,heist,good
558,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,German,good
559,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,gambling,good
560,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,casino,good
561,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,butterfly effect,good
562,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,animation,good
563,2692,128,3.5,Run Lola Run (Lola rennt) (1998),Action|Crime,alternate endings,good
564,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,sketch comedy,good
565,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,silly,good
566,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,ridiculous,good
567,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,remake,good
568,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,Monty Python,good
569,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,Flying Circus clip show,good
570,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,could've made a better selection from the TV series,good
571,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,clip show,good
572,2788,128,3.5,Monty Python's And Now for Something Completely Different (1971),Comedy,Based on a TV show,good
573,2803,128,3.5,Pelican Brief, The (1993),political corruption,good
574,2803,128,3.5,Pelican Brief, The (1993),lawyers,good
575,2803,128,3.5,Pelican Brief, The (1993),lawyer,good
576,2803,128,3.5,Pelican Brief, The (1993),journalist,good
577,2803,128,3.5,Pelican Brief, The (1993),journalism,good
578,2803,128,3.5,Pelican Brief, The (1993),John Grisham,good
579,2803,128,3.5,Pelican Brief, The (1993),corruption,good
580,2803,128,3.5,Pelican Brief, The (1993),conspiracy,good
581,2803,128,3.5,Pelican Brief, The (1993),assassination,good
582,2858,128,4.5,American Beauty (1999),Drama|Romance,surrealism,excellent
583,2858,128,4.5,American Beauty (1999),Drama|Romance,social commentary,excellent
584,2858,128,4.5,American Beauty (1999),Drama|Romance,sexuality,excellent
585,2858,128,4.5,American Beauty (1999),Drama|Romance,reflective,excellent
586,2858,128,4.5,American Beauty (1999),Drama|Romance,midlife crisis,excellent
587,2858,128,4.5,American Beauty (1999),Drama|Romance,Kevin Spacey,excellent
588,2858,128,4.5,American Beauty (1999),Drama|Romance,dark,excellent
589,2858,128,4.5,American Beauty (1999),Drama|Romance,coming of age,excellent
590,2858,128,4.5,American Beauty (1999),Drama|Romance,bittersweet,excellent
591,2918,128,4,Ferris Bueller's Day Off (1986),Comedy,slackers,excellent
592,2918,128,4,Ferris Bueller's Day Off (1986),Comedy,rebellion,excellent
593,2918,128,4,Ferris Bueller's Day Off (1986),Comedy,High School,excellent
594,2918,128,4,Ferris Bueller's Day Off (1986),Comedy,coming of age,excellent
595,2918,128,4,Ferris Bueller's Day Off (1986),Comedy,classic,excellent
596,2918,128,4,Ferris Bueller's Day Off (1986),Comedy,1980s,excellent
597,2997,128,3.5,Being John Malkovich (1999),Comedy|Drama|Fantasy,surreal,good
598,2997,128,3.5,Being John Malkovich (1999),Comedy|Drama|Fantasy,quirky,good
599,3052,128,4.5,Dogma (1999),Adventure|Comedy|Fantasy,view askew,excellent
600,3052,128,4.5,Dogma (1999),Adventure|Comedy|Fantasy,satire,excellent
